MQ135,MQ7,Temperature,Humidity,Risk
197,565,31.9,47.3,CO Poisoning Risk
456,515,25.4,47.3,CO Poisoning Risk
370,205,23.3,67.7,Moderate Risk
217,333,19.7,77.6,High Risk
318,384,33.2,48.1,High Risk
200,546,17.8,65.2,CO Poisoning Risk
225,150,30.3,62.3,Safe
451,519,23.7,50.8,CO Poisoning Risk
275,644,37.0,31.6,CO Poisoning Risk
745,507,27.7,53.6,CO Poisoning Risk
673,527,15.5,47.1,CO Poisoning Risk
218,197,23.1,57.7,Moderate Risk
350,193,14.6,34.8,Moderate Risk
604,232,19.9,67.1,Moderate Risk
538,175,21.2,70.5,Moderate Risk
193,496,33.5,49.0,CO Poisoning Risk
572,560,33.1,37.5,CO Poisoning Risk
313,535,13.3,61.7,CO Poisoning Risk
580,520,25.8,79.6,CO Poisoning Risk
562,307,18.4,65.8,Moderate Risk
99,582,20.7,34.7,CO Poisoning Risk
494,503,13.5,49.4,CO Poisoning Risk
391,580,31.0,77.4,CO Poisoning Risk
320,339,35.8,62.3,High Risk
820,479,18.3,35.9,CO Poisoning Risk
155,319,21.2,67.1,Moderate Risk
201,632,18.0,47.1,CO Poisoning Risk
102,352,35.3,54.4,High Risk
482,420,13.2,50.4,Moderate Risk
589,202,27.0,67.2,Moderate Risk
687,248,33.9,39.8,Asthma Risk
323,119,17.5,49.0,Safe
691,424,27.2,68.2,Moderate Risk
403,348,14.2,66.1,Moderate Risk
655,106,32.6,38.9,Asthma Risk
101,614,19.6,46.9,CO Poisoning Risk
298,152,36.7,28.8,Safe
103,231,35.1,56.6,Moderate Risk
722,273,30.6,43.2,Asthma Risk
507,92,24.9,28.6,Moderate Risk
526,312,31.4,50.9,High Risk
466,298,16.1,78.1,Moderate Risk
109,131,20.4,77.9,Safe
676,225,13.6,48.1,Moderate Risk
844,69,28.5,52.3,Moderate Risk
824,432,32.3,41.1,Asthma Risk
159,266,35.7,31.7,Moderate Risk
913,441,29.5,65.5,Moderate Risk
300,555,30.6,71.2,CO Poisoning Risk
190,605,34.5,75.5,CO Poisoning Risk
787,484,35.5,78.5,CO Poisoning Risk
221,219,24.8,77.5,Moderate Risk
712,355,15.6,29.5,High Risk
470,318,24.2,80.8,High Risk
221,79,26.3,48.5,Safe
109,261,28.2,75.8,Moderate Risk
625,452,36.7,51.8,CO Poisoning Risk
316,563,35.0,50.8,CO Poisoning Risk
243,313,22.5,28.6,High Risk
894,519,15.7,30.8,CO Poisoning Risk
831,369,18.2,64.2,Moderate Risk
558,400,17.2,78.6,High Risk
911,134,21.5,40.1,Moderate Risk
494,86,34.0,33.1,Moderate Risk
291,409,23.5,39.5,Moderate Risk
127,246,26.6,39.5,Moderate Risk
861,410,17.3,43.8,Moderate Risk
277,332,24.8,33.1,High Risk
146,647,34.0,40.7,CO Poisoning Risk
109,525,31.6,77.7,CO Poisoning Risk
362,545,14.9,76.1,CO Poisoning Risk
208,96,33.7,45.1,Safe
672,147,19.6,81.8,High Risk
605,405,29.0,44.1,Moderate Risk
310,468,16.5,67.0,CO Poisoning Risk
615,249,29.2,62.8,Moderate Risk
604,58,13.9,31.5,High Risk
817,514,27.4,46.5,CO Poisoning Risk
830,510,28.5,79.4,CO Poisoning Risk
425,348,18.9,30.7,High Risk
787,649,35.5,37.4,CO Poisoning Risk
144,471,14.1,80.4,CO Poisoning Risk
589,154,34.4,30.1,High Risk
855,609,22.2,52.1,CO Poisoning Risk
625,559,30.1,77.6,CO Poisoning Risk
251,112,28.6,79.0,Safe
759,290,17.0,80.9,High Risk
683,433,20.7,54.0,Moderate Risk
248,352,25.7,32.7,High Risk
277,396,33.3,69.7,High Risk
149,110,35.9,66.3,Safe
906,504,13.5,59.3,CO Poisoning Risk
408,391,21.5,76.0,High Risk
300,369,29.0,77.2,High Risk
495,643,25.7,64.9,CO Poisoning Risk
753,77,35.6,34.1,Asthma Risk
198,112,13.4,33.2,Safe
165,231,23.5,50.1,Moderate Risk
631,236,29.1,43.8,Asthma Risk
403,257,18.2,35.2,Moderate Risk
206,644,30.4,61.0,CO Poisoning Risk
793,472,14.9,64.9,CO Poisoning Risk
108,395,23.8,65.7,Moderate Risk
521,152,29.2,37.5,Moderate Risk
774,284,19.4,44.5,Moderate Risk
829,260,14.8,38.7,Moderate Risk
439,221,36.0,60.5,Moderate Risk
272,609,34.9,58.6,CO Poisoning Risk
202,374,35.2,55.2,High Risk
272,605,36.5,44.0,CO Poisoning Risk
570,494,17.4,40.8,CO Poisoning Risk
235,491,16.8,76.1,CO Poisoning Risk
717,581,13.8,30.6,CO Poisoning Risk
202,223,34.4,63.4,Moderate Risk
852,439,31.1,29.1,Asthma Risk
565,189,28.2,38.5,Moderate Risk
852,242,35.3,43.6,Asthma Risk
392,128,26.8,75.9,Moderate Risk
914,129,16.1,35.4,Moderate Risk
207,501,17.2,78.6,CO Poisoning Risk
902,520,16.2,72.0,CO Poisoning Risk
250,297,20.4,64.7,Moderate Risk
490,116,22.1,50.2,Moderate Risk
287,267,32.1,76.9,Moderate Risk
349,320,17.6,56.5,Moderate Risk
749,290,30.4,48.0,Moderate Risk
841,385,24.8,59.6,Moderate Risk
136,617,37.0,40.5,CO Poisoning Risk
488,515,31.6,42.7,CO Poisoning Risk
799,498,36.3,77.6,CO Poisoning Risk
648,51,21.2,70.9,Moderate Risk
167,232,16.0,55.7,Moderate Risk
213,48,25.1,50.5,Safe
164,169,16.0,71.6,Safe
226,59,24.8,58.8,Safe
691,569,19.5,50.4,CO Poisoning Risk
489,284,24.8,55.8,Moderate Risk
594,404,35.8,40.6,High Risk
589,562,19.9,38.9,CO Poisoning Risk
662,364,36.8,81.4,High Risk
227,275,18.5,80.4,Moderate Risk
139,74,18.0,50.7,Safe
860,578,26.1,55.8,CO Poisoning Risk
708,200,33.2,72.7,High Risk
714,443,31.0,67.2,Moderate Risk
343,390,30.4,33.4,High Risk
719,239,19.8,48.2,Moderate Risk
799,212,13.5,41.5,Moderate Risk
652,421,16.9,81.6,High Risk
846,533,21.4,68.4,CO Poisoning Risk
515,406,36.3,30.6,High Risk
636,526,35.1,76.6,CO Poisoning Risk
391,288,17.8,78.1,Moderate Risk
670,625,30.4,46.0,CO Poisoning Risk
438,633,26.9,62.7,CO Poisoning Risk
138,215,14.2,64.8,Moderate Risk
163,557,21.9,67.4,CO Poisoning Risk
793,450,24.7,65.4,Moderate Risk
350,618,29.0,58.2,CO Poisoning Risk
445,251,20.1,79.5,Moderate Risk
671,198,35.4,55.7,High Risk
691,92,23.8,34.0,High Risk
349,45,19.0,32.3,Moderate Risk
727,451,20.6,29.0,CO Poisoning Risk
832,151,31.0,51.1,High Risk
384,217,28.4,42.8,Moderate Risk
730,550,30.8,76.3,CO Poisoning Risk
881,174,20.0,74.8,Moderate Risk
402,442,20.8,73.2,Moderate Risk
701,338,22.5,74.8,Moderate Risk
898,596,17.5,44.1,CO Poisoning Risk
271,491,29.6,51.0,CO Poisoning Risk
775,60,20.9,44.8,Moderate Risk
917,393,20.8,32.6,High Risk
453,247,19.5,77.9,Moderate Risk
277,178,23.9,61.3,Safe
658,570,31.5,35.2,CO Poisoning Risk
632,552,33.1,39.1,CO Poisoning Risk
685,110,32.3,52.3,High Risk
753,524,27.9,30.8,CO Poisoning Risk
637,503,19.7,42.7,CO Poisoning Risk
814,386,30.6,66.0,Moderate Risk
497,203,13.9,77.7,Moderate Risk
707,205,32.2,78.2,High Risk
503,298,31.7,56.1,Moderate Risk
431,571,29.1,44.9,CO Poisoning Risk
309,593,15.4,77.7,CO Poisoning Risk
252,199,36.9,70.5,Moderate Risk
309,530,31.2,59.7,CO Poisoning Risk
359,476,30.6,73.1,CO Poisoning Risk
721,71,14.5,52.8,Moderate Risk
489,56,22.6,34.1,Moderate Risk
271,111,15.1,78.7,Safe
707,586,21.7,56.8,CO Poisoning Risk
818,140,26.7,65.5,Moderate Risk
294,259,34.1,49.2,Moderate Risk
671,238,19.8,35.3,Moderate Risk
645,334,28.0,42.7,Moderate Risk
902,588,17.0,30.4,CO Poisoning Risk
317,83,21.5,32.7,Safe
785,250,35.7,39.1,Asthma Risk
708,599,30.9,58.3,CO Poisoning Risk
685,528,26.1,81.6,CO Poisoning Risk
339,381,19.0,73.6,Moderate Risk
530,540,22.1,32.6,CO Poisoning Risk
622,293,16.8,73.5,Moderate Risk
285,118,21.5,57.0,Safe
779,417,16.6,63.7,Moderate Risk
608,182,32.1,35.0,High Risk
159,501,14.9,49.4,CO Poisoning Risk
728,488,17.5,75.7,CO Poisoning Risk
488,397,29.6,51.0,Moderate Risk
761,455,34.7,34.9,CO Poisoning Risk
849,582,36.2,44.8,CO Poisoning Risk
292,497,33.1,40.0,CO Poisoning Risk
237,463,18.1,65.1,CO Poisoning Risk
561,494,19.9,77.2,CO Poisoning Risk
744,629,33.9,67.6,CO Poisoning Risk
288,159,34.3,73.6,Safe
515,95,28.4,71.5,Moderate Risk
755,413,20.5,28.8,High Risk
581,559,18.4,34.7,CO Poisoning Risk
231,254,33.5,50.9,Moderate Risk
402,479,17.9,34.1,CO Poisoning Risk
254,271,28.9,67.7,Moderate Risk
403,312,36.2,31.8,High Risk
110,160,29.9,50.5,Safe
171,644,19.2,49.2,CO Poisoning Risk
670,404,19.8,57.3,Moderate Risk
220,373,15.2,62.0,Moderate Risk
688,84,29.5,79.1,High Risk
819,226,25.4,42.6,Moderate Risk
394,534,18.0,64.0,CO Poisoning Risk
460,253,18.5,29.9,Moderate Risk
473,317,13.2,28.1,High Risk
534,163,36.5,29.4,High Risk
514,426,32.9,52.2,High Risk
250,580,22.5,58.0,CO Poisoning Risk
267,302,35.7,28.3,High Risk
718,527,29.3,49.4,CO Poisoning Risk
797,553,31.0,30.2,CO Poisoning Risk
579,136,29.3,63.3,Moderate Risk
416,205,31.2,62.1,Moderate Risk
687,193,17.1,70.3,Moderate Risk
378,161,26.5,57.5,Moderate Risk
682,502,33.4,61.6,CO Poisoning Risk
753,609,13.5,43.1,CO Poisoning Risk
662,89,16.0,32.6,High Risk
662,278,18.9,67.8,Moderate Risk
443,419,20.1,61.0,Moderate Risk
117,591,17.4,78.7,CO Poisoning Risk
132,241,28.0,81.4,Moderate Risk
770,69,20.1,73.8,Moderate Risk
512,439,16.8,81.2,High Risk
687,80,34.7,63.0,High Risk
266,518,29.7,33.0,CO Poisoning Risk
618,267,18.9,32.9,High Risk
699,574,21.7,71.6,CO Poisoning Risk
583,232,30.8,40.8,Moderate Risk
287,446,32.0,31.3,High Risk
699,301,17.2,53.5,Moderate Risk
666,180,35.5,45.0,Asthma Risk
606,635,31.8,59.8,CO Poisoning Risk
603,488,33.6,60.4,CO Poisoning Risk
111,462,16.5,64.8,CO Poisoning Risk
201,336,16.4,59.1,Moderate Risk
146,618,20.3,48.6,CO Poisoning Risk
155,173,14.6,29.3,Safe
187,385,15.2,76.9,High Risk
233,301,16.4,45.7,Moderate Risk
524,610,30.1,55.4,CO Poisoning Risk
726,144,13.7,58.1,Moderate Risk
768,83,15.0,45.0,Moderate Risk
175,307,35.7,44.7,High Risk
677,194,15.0,42.1,Moderate Risk
433,374,25.9,41.1,Moderate Risk
383,164,28.4,29.6,Moderate Risk
660,628,36.0,79.7,CO Poisoning Risk
739,263,34.6,60.1,High Risk
700,167,23.6,33.8,High Risk
793,288,35.6,60.0,High Risk
332,631,23.4,40.5,CO Poisoning Risk
650,562,29.1,44.8,CO Poisoning Risk
121,65,19.2,71.3,Safe
480,234,28.3,75.8,Moderate Risk
366,269,25.9,65.8,Moderate Risk
621,510,27.6,78.4,CO Poisoning Risk
243,143,29.4,76.9,Safe
472,407,17.2,57.8,Moderate Risk
157,127,20.2,77.0,Safe
303,100,30.7,57.4,Safe
744,66,16.9,33.6,High Risk
465,624,21.3,72.8,CO Poisoning Risk
833,229,29.0,35.1,Moderate Risk
302,566,35.5,45.1,CO Poisoning Risk
168,622,14.8,48.5,CO Poisoning Risk
815,308,25.4,71.6,Moderate Risk
717,269,15.0,32.5,High Risk
693,82,22.1,52.0,Moderate Risk
871,167,17.2,51.6,Moderate Risk
470,200,28.6,59.4,Moderate Risk
769,345,31.2,47.1,High Risk
147,111,18.9,59.2,Safe
885,438,30.1,81.2,High Risk
115,638,23.7,31.9,CO Poisoning Risk
536,614,19.8,75.2,CO Poisoning Risk
155,449,25.6,44.7,Moderate Risk
849,493,22.1,53.1,CO Poisoning Risk
343,175,18.5,68.0,Moderate Risk
133,113,31.2,77.1,Safe
186,389,32.1,28.5,High Risk
643,364,32.2,63.8,High Risk
316,221,22.2,31.8,Moderate Risk
863,628,17.1,56.4,CO Poisoning Risk
768,573,33.2,68.5,CO Poisoning Risk
525,204,20.9,37.2,Moderate Risk
880,626,31.0,69.2,CO Poisoning Risk
690,577,32.6,44.7,CO Poisoning Risk
468,179,31.4,61.0,Moderate Risk
267,155,22.4,63.5,Safe
516,327,35.5,63.0,High Risk
798,564,28.8,29.0,CO Poisoning Risk
396,238,26.8,36.2,Moderate Risk
868,91,29.7,74.2,Moderate Risk
593,386,14.1,78.8,High Risk
357,286,22.4,58.4,Moderate Risk
675,566,34.1,60.2,CO Poisoning Risk
97,414,16.9,68.8,Moderate Risk
597,175,22.9,49.9,Moderate Risk
565,314,22.7,45.7,Moderate Risk
386,105,21.5,69.5,Moderate Risk
253,208,26.5,29.5,Moderate Risk
574,569,36.9,75.8,CO Poisoning Risk
686,316,19.1,51.8,Moderate Risk
161,177,29.9,55.2,Safe
656,288,31.2,62.3,High Risk
648,478,27.0,42.8,CO Poisoning Risk
327,82,15.3,60.3,Safe
193,612,26.7,65.4,CO Poisoning Risk
299,363,35.9,34.4,High Risk
643,554,21.2,56.1,CO Poisoning Risk
917,420,28.4,45.8,Moderate Risk
557,604,36.0,58.1,CO Poisoning Risk
543,518,32.2,29.1,CO Poisoning Risk
357,103,29.5,68.1,Moderate Risk
475,633,36.3,37.1,CO Poisoning Risk
864,543,17.1,65.2,CO Poisoning Risk
476,262,31.5,69.5,Moderate Risk
348,611,22.8,68.6,CO Poisoning Risk
372,611,21.7,72.1,CO Poisoning Risk
715,173,25.5,44.6,Moderate Risk
129,427,13.8,80.2,High Risk
575,432,20.5,29.3,High Risk
309,129,17.0,54.0,Safe
218,554,16.3,42.6,CO Poisoning Risk
609,481,21.1,68.0,CO Poisoning Risk
702,337,32.3,71.5,High Risk
777,93,17.8,72.4,Moderate Risk
708,111,25.8,44.0,Moderate Risk
702,173,31.0,42.8,Asthma Risk
349,73,18.8,64.6,Moderate Risk
455,387,35.2,78.1,High Risk
847,589,33.8,41.7,CO Poisoning Risk
876,163,19.0,77.2,High Risk
633,177,36.8,59.9,High Risk
738,371,29.1,67.8,Moderate Risk
613,229,19.9,51.8,Moderate Risk
903,550,29.3,71.6,CO Poisoning Risk
105,578,29.0,80.4,CO Poisoning Risk
218,285,27.5,37.2,Moderate Risk
664,633,30.1,48.8,CO Poisoning Risk
198,560,19.4,74.6,CO Poisoning Risk
622,209,36.5,37.5,Asthma Risk
759,601,33.6,50.3,CO Poisoning Risk
358,262,30.9,37.0,Moderate Risk
251,649,13.6,63.0,CO Poisoning Risk
349,49,27.2,40.9,Moderate Risk
191,125,30.0,48.6,Safe
595,291,33.5,54.5,High Risk
824,537,35.7,44.0,CO Poisoning Risk
660,430,35.0,64.7,High Risk
336,619,22.7,34.0,CO Poisoning Risk
729,351,34.5,75.5,High Risk
884,587,13.0,54.0,CO Poisoning Risk
626,51,21.4,58.9,Moderate Risk
220,559,15.7,61.6,CO Poisoning Risk
442,612,34.2,31.2,CO Poisoning Risk
285,117,35.3,68.9,Safe
882,54,19.1,79.1,High Risk
755,617,21.8,56.1,CO Poisoning Risk
471,606,36.6,49.1,CO Poisoning Risk
734,166,26.6,70.4,Moderate Risk
316,557,24.9,66.9,CO Poisoning Risk
790,485,25.0,63.2,CO Poisoning Risk
565,82,29.7,80.1,High Risk
566,635,35.9,59.4,CO Poisoning Risk
354,389,21.8,41.4,Moderate Risk
461,382,17.1,29.3,High Risk
575,228,17.4,52.5,Moderate Risk
523,111,13.5,63.2,Moderate Risk
735,61,26.3,37.3,Moderate Risk
300,427,35.3,29.4,High Risk
661,412,30.1,77.1,High Risk
466,360,36.8,44.3,High Risk
484,541,34.8,53.2,CO Poisoning Risk
539,389,24.8,32.9,High Risk
453,597,24.7,48.6,CO Poisoning Risk
546,517,28.1,50.9,CO Poisoning Risk
814,159,15.7,76.7,High Risk
817,144,27.6,74.7,Moderate Risk
315,482,24.1,38.2,CO Poisoning Risk
220,389,28.4,58.0,Moderate Risk
677,393,26.6,67.5,Moderate Risk
565,183,20.4,43.8,Moderate Risk
887,368,27.6,49.3,Moderate Risk
366,346,21.8,81.2,High Risk
245,338,17.7,69.0,Moderate Risk
849,573,29.2,51.6,CO Poisoning Risk
307,336,20.4,56.8,Moderate Risk
279,118,34.3,61.8,Safe
506,528,17.8,54.9,CO Poisoning Risk
764,60,27.4,50.2,Moderate Risk
781,570,26.7,47.4,CO Poisoning Risk
635,380,17.7,37.1,Moderate Risk
130,560,23.6,80.6,CO Poisoning Risk
396,171,29.2,32.9,Moderate Risk
427,562,20.6,60.5,CO Poisoning Risk
403,173,15.7,79.8,Moderate Risk
164,555,27.8,48.2,CO Poisoning Risk
368,467,18.4,41.6,CO Poisoning Risk
265,429,29.4,79.6,High Risk
751,276,33.1,71.3,High Risk
362,239,16.0,63.4,Moderate Risk
709,109,23.5,61.0,Moderate Risk
740,321,23.7,47.4,Moderate Risk
872,268,28.2,62.6,Moderate Risk
378,322,21.0,67.2,Moderate Risk
813,410,23.0,29.7,High Risk
361,560,13.3,34.4,CO Poisoning Risk
155,259,15.9,45.0,Moderate Risk
572,483,26.7,45.4,CO Poisoning Risk
337,472,18.2,76.6,CO Poisoning Risk
245,440,16.5,65.0,Moderate Risk
136,253,20.8,48.2,Moderate Risk
543,545,16.9,71.7,CO Poisoning Risk
290,507,14.4,45.5,CO Poisoning Risk
749,630,19.8,81.5,CO Poisoning Risk
213,271,16.9,70.2,Moderate Risk
90,419,32.2,71.7,High Risk
848,544,14.5,42.1,CO Poisoning Risk
729,137,30.9,35.8,Asthma Risk
280,504,22.2,49.0,CO Poisoning Risk
668,621,29.2,46.0,CO Poisoning Risk
605,365,14.3,69.6,Moderate Risk
531,54,35.1,37.4,High Risk
904,347,31.4,56.5,High Risk
895,366,16.4,61.9,Moderate Risk
232,500,18.3,48.8,CO Poisoning Risk
280,322,28.5,38.8,Moderate Risk
622,642,35.1,76.4,CO Poisoning Risk
316,582,23.7,35.5,CO Poisoning Risk
402,437,24.7,44.4,Moderate Risk
718,139,18.7,68.9,Moderate Risk
391,151,22.2,60.7,Moderate Risk
743,434,19.9,67.5,Moderate Risk
549,570,21.4,71.7,CO Poisoning Risk
490,115,13.5,76.4,Moderate Risk
640,631,14.0,44.4,CO Poisoning Risk
482,420,29.3,53.6,Moderate Risk
853,412,29.4,65.2,Moderate Risk
296,95,20.9,70.9,Safe
299,187,34.3,59.2,Safe
204,463,19.4,55.7,CO Poisoning Risk
826,592,22.5,65.4,CO Poisoning Risk
735,544,30.6,48.6,CO Poisoning Risk
340,211,30.8,76.3,Moderate Risk
308,304,33.7,39.5,High Risk
496,236,13.7,75.7,Moderate Risk
532,246,17.4,62.8,Moderate Risk
692,229,28.4,60.4,Moderate Risk
443,202,21.1,53.4,Moderate Risk
647,143,14.0,36.4,Moderate Risk
639,285,27.1,74.7,Moderate Risk
231,535,22.4,30.8,CO Poisoning Risk
701,246,21.7,42.6,Moderate Risk
590,553,19.3,33.9,CO Poisoning Risk
791,140,13.1,33.8,High Risk
636,534,17.4,49.1,CO Poisoning Risk
748,623,24.4,36.7,CO Poisoning Risk
631,262,19.6,59.4,Moderate Risk
596,571,34.0,61.9,CO Poisoning Risk
685,317,16.4,75.6,High Risk
370,263,34.0,44.2,Moderate Risk
513,376,22.7,44.7,Moderate Risk
359,497,19.6,41.3,CO Poisoning Risk
243,196,20.3,70.2,Moderate Risk
703,391,20.9,51.1,Moderate Risk
816,458,25.2,57.8,CO Poisoning Risk
751,571,21.5,48.2,CO Poisoning Risk
172,475,28.5,36.5,CO Poisoning Risk
711,423,23.2,33.5,High Risk
515,472,29.1,74.9,CO Poisoning Risk
364,128,27.5,42.3,Moderate Risk
802,236,18.9,78.8,High Risk
373,85,32.5,79.2,Moderate Risk
262,353,32.2,53.9,High Risk
416,422,36.7,79.8,High Risk
807,180,17.2,29.5,High Risk
152,150,33.3,32.9,Safe
162,563,33.9,41.1,CO Poisoning Risk
852,586,28.4,39.3,CO Poisoning Risk
725,170,25.2,41.6,Moderate Risk
464,401,36.0,52.4,High Risk
722,444,36.3,31.4,Asthma Risk
597,123,28.4,58.0,Moderate Risk
876,433,21.6,44.7,Moderate Risk
487,623,32.6,31.9,CO Poisoning Risk
209,579,15.1,68.7,CO Poisoning Risk
526,118,20.0,63.3,Moderate Risk
918,49,36.7,70.8,High Risk
765,507,32.5,78.7,CO Poisoning Risk
554,126,35.5,59.6,High Risk
375,581,27.3,70.5,CO Poisoning Risk
354,449,22.8,38.8,Moderate Risk
409,558,36.5,50.2,CO Poisoning Risk
762,322,20.4,56.6,Moderate Risk
465,268,31.2,57.2,Moderate Risk
909,628,26.4,66.8,CO Poisoning Risk
178,112,18.5,71.0,Safe
743,364,13.4,64.0,Moderate Risk
292,63,22.2,30.6,Safe
910,387,26.1,47.0,Moderate Risk
828,638,17.4,58.9,CO Poisoning Risk
423,387,22.9,55.4,Moderate Risk
311,141,27.8,30.4,Safe
130,96,30.2,81.0,Safe
797,219,14.3,79.6,High Risk
157,382,28.9,69.8,Moderate Risk
865,397,14.4,31.0,High Risk
603,435,13.7,51.2,Moderate Risk
726,159,16.7,50.1,Moderate Risk
711,392,28.7,58.1,Moderate Risk
687,45,14.3,31.0,High Risk
721,107,13.5,50.9,Moderate Risk
216,270,15.8,68.9,Moderate Risk
344,467,35.8,81.9,CO Poisoning Risk
784,63,34.8,60.2,High Risk
105,75,15.1,78.8,Safe
566,68,20.3,81.9,High Risk
151,255,35.7,51.5,Moderate Risk
521,205,15.3,64.1,Moderate Risk
759,299,15.3,39.5,Moderate Risk
357,615,15.1,53.7,CO Poisoning Risk
124,158,36.4,32.2,Safe
868,548,30.8,29.6,CO Poisoning Risk
665,264,18.1,76.2,High Risk
583,401,14.1,74.4,Moderate Risk
651,213,36.2,44.9,Asthma Risk
558,568,23.2,52.7,CO Poisoning Risk
856,286,27.4,54.7,Moderate Risk
750,419,19.7,56.1,Moderate Risk
414,183,31.2,35.3,Moderate Risk
393,141,17.7,69.9,Moderate Risk
365,191,31.9,46.8,Moderate Risk
773,226,18.5,29.7,High Risk
290,101,15.3,64.5,Safe
534,86,24.5,72.8,Moderate Risk
413,587,32.5,77.6,CO Poisoning Risk
124,46,22.2,64.4,Safe
571,332,13.7,38.3,Moderate Risk
817,182,26.3,59.8,Moderate Risk
569,556,29.3,77.2,CO Poisoning Risk
154,266,30.8,46.9,Moderate Risk
97,375,22.6,79.5,High Risk
390,448,15.3,33.3,High Risk
432,552,27.0,67.3,CO Poisoning Risk
520,171,20.9,34.5,Moderate Risk
513,309,35.7,71.1,High Risk
421,59,25.1,33.3,Moderate Risk
527,270,24.3,45.6,Moderate Risk
677,149,20.4,70.0,Moderate Risk
263,537,21.1,52.9,CO Poisoning Risk
648,363,25.3,75.7,High Risk
616,263,20.4,49.7,Moderate Risk
748,321,34.4,81.7,High Risk
115,385,23.5,29.0,High Risk
909,496,20.0,65.6,CO Poisoning Risk
694,413,16.7,77.5,High Risk
495,518,29.1,56.9,CO Poisoning Risk
321,234,13.6,81.4,Moderate Risk
622,463,23.8,66.2,CO Poisoning Risk
908,539,26.2,51.2,CO Poisoning Risk
639,83,21.2,55.8,Moderate Risk
877,206,31.0,75.4,High Risk
594,165,29.2,79.7,High Risk
758,443,36.3,58.0,High Risk
268,306,25.2,44.6,Moderate Risk
221,605,25.9,40.9,CO Poisoning Risk
912,648,18.9,53.8,CO Poisoning Risk
544,173,22.3,44.0,Moderate Risk
437,584,13.6,50.7,CO Poisoning Risk
629,400,29.5,73.1,Moderate Risk
861,476,20.5,53.5,CO Poisoning Risk
495,109,26.0,62.6,Moderate Risk
165,262,19.1,32.9,Moderate Risk
668,607,27.9,69.2,CO Poisoning Risk
581,471,23.7,54.1,CO Poisoning Risk
283,118,24.6,47.5,Safe
251,504,35.6,61.0,CO Poisoning Risk
436,469,29.9,33.5,CO Poisoning Risk
450,236,19.3,50.4,Moderate Risk
858,233,25.1,71.8,Moderate Risk
673,56,24.2,42.2,Moderate Risk
176,283,32.1,77.4,Moderate Risk
351,637,33.0,60.6,CO Poisoning Risk
303,497,19.8,57.2,CO Poisoning Risk
754,427,32.7,49.6,High Risk
811,92,17.3,68.1,Moderate Risk
662,361,31.3,58.5,High Risk
869,253,19.0,71.0,Moderate Risk
351,591,20.2,45.9,CO Poisoning Risk
819,163,33.5,65.9,High Risk
372,621,23.1,78.9,CO Poisoning Risk
737,359,36.8,43.1,Asthma Risk
556,80,16.6,81.0,High Risk
469,507,24.1,50.2,CO Poisoning Risk
451,598,30.6,30.1,CO Poisoning Risk
538,625,13.1,47.3,CO Poisoning Risk
530,447,16.6,36.1,Moderate Risk
182,151,13.5,44.4,Safe
710,83,36.8,33.2,Asthma Risk
842,625,31.3,37.6,CO Poisoning Risk
513,224,22.0,34.8,Moderate Risk
231,56,16.8,30.3,Safe
380,383,15.2,44.0,Moderate Risk
521,592,25.8,78.8,CO Poisoning Risk
838,170,36.4,79.3,High Risk
913,107,29.2,73.7,Moderate Risk
778,126,21.8,28.7,High Risk
742,343,25.0,29.5,High Risk
790,78,37.0,28.6,Asthma Risk
138,93,25.5,47.8,Safe
391,101,36.1,80.9,Moderate Risk
279,153,13.4,76.4,Safe
225,561,30.3,41.5,CO Poisoning Risk
644,68,28.1,50.2,Moderate Risk
493,265,29.4,72.5,Moderate Risk
691,359,26.7,69.0,Moderate Risk
896,338,14.1,35.2,Moderate Risk
430,54,16.6,33.8,Moderate Risk
846,525,35.1,57.4,CO Poisoning Risk
793,311,18.6,33.5,High Risk
407,132,36.8,72.6,Moderate Risk
707,499,29.3,41.7,CO Poisoning Risk
452,577,23.7,38.2,CO Poisoning Risk
911,192,35.1,38.0,Asthma Risk
471,475,32.1,30.4,CO Poisoning Risk
322,286,23.3,62.7,Moderate Risk
866,110,14.6,36.9,Moderate Risk
433,422,33.8,40.6,High Risk
638,432,31.4,68.6,High Risk
906,253,32.0,31.1,Asthma Risk
642,459,30.9,38.9,CO Poisoning Risk
618,60,19.6,36.1,Moderate Risk
878,341,33.6,28.3,Asthma Risk
908,264,13.1,57.1,Moderate Risk
660,411,18.7,38.3,Moderate Risk
272,273,14.1,62.2,Moderate Risk
130,484,15.7,55.1,CO Poisoning Risk
640,576,25.8,64.1,CO Poisoning Risk
486,494,13.9,81.0,CO Poisoning Risk
793,80,17.4,39.9,Moderate Risk
868,466,18.6,64.0,CO Poisoning Risk
583,233,28.7,73.0,Moderate Risk
748,222,24.3,79.7,High Risk
422,359,24.0,61.6,Moderate Risk
216,64,31.4,35.1,Safe
647,426,24.0,30.9,High Risk
646,187,21.4,43.0,Moderate Risk
90,106,36.1,78.1,Safe
257,286,13.2,57.0,Moderate Risk
709,282,20.3,59.3,Moderate Risk
108,175,27.6,61.0,Safe
421,649,31.8,45.9,CO Poisoning Risk
673,647,32.6,37.8,CO Poisoning Risk
545,167,14.1,79.5,High Risk
198,484,30.0,68.8,CO Poisoning Risk
357,386,30.3,55.6,Moderate Risk
534,463,18.1,48.3,CO Poisoning Risk
329,499,15.7,54.1,CO Poisoning Risk
390,242,31.0,29.8,Moderate Risk
691,326,19.0,41.4,Moderate Risk
192,45,13.0,41.5,Safe
